,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,puz,player,cat.,11/1/2023,11/2/2023,11/3/2023,11/4/2023,11/5/2023,11/6/2023,11/7/2023,11/8/2023,11/9/2023,11/10/2023,11/11/2023,11/12/2023,11/13/2023,11/14/2023,11/15/2023,11/16/2023,11/17/2023,11/18/2023,11/19/2023,11/20/2023,11/21/2023,11/22/2023,11/23/2023,11/24/2023,11/25/2023,11/26/2023,11/27/2023,11/28/2023,11/29/2023,11/30/2023,,,,,,month champ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,crossword,sary,raw,828,298,446,865,1162.5,265.5,408,882.75,562.5,524,539,799,297.75,332.25,704.25,1409,527.5,494,844.5,243.75,277.5,378.75,443,890.5,822,1553,218.25,341.25,384,985.5,624,,,,,,,,,
,,,crossword,sal,raw,1089.75,359,491,1280,906,215.25,240.75,746.25,333,547.5,791,1105.5,164.25,314.25,606,1006.5,380,398.5,639.5,268.5,343.5,305.25,518,557.5,1800,792.5,238.5,299.25,390.75,430,585,,,,,,,,,
,,,crossword,bob,raw,323,325,515,805,1187,225,265,425,673,412,586,722,231,253,294,861,454,539,908,193,205,347,357,505,817,810,187,305,286,415,481,,,,,,,,,
,,,crossword,stolowd,raw,621.75,298,405,886.5,827.5,693,328.5,908.25,550,391,1800,1112,267.75,319.5,813.75,1800,482.5,1063,634,333,493.5,451.5,397.5,1800,707,908.5,356.25,303.75,420,461,694,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,connections,sary,raw,5,5,0,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,2,4,4.6,,,,,,,,,
,,,connections,sal,raw,5,5,4,5,0,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,0,4,5,5,5,5,5,5,5,4.3,,,,,,,,,
,,,connections,bob,raw,5,5,5,4,0,3,5,3,4,5,5,3,5,5,4,5,5,3,5,5,5,4,5,5,5,5,5,5,0,5,4.3,,,,,,,,,
,,,connections,stolowd,raw,5,5,5,5,0,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,waffle,sary,raw,2,3,4,5,3,4,5,5,3,5,4,4,3,5,5,5,5,3,3,5,4,3,4,5,4,5,4,3,5,4,4.1,,,,,,,,,
,,,waffle,sal,raw,5,5,5,5,0,5,5,5,5,5,5,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.6,,,,,,,,,
,,,waffle,bob,raw,5,2,5,1,3,3,2,4,3,5,5,4,5,5,3,5,4,1,3,5,5,4,3,4,5,5,4,3,3,2,3.7,,,,,,,,,
,,,waffle,stolowd,raw,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,4.8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pyramid,sary,raw,300,56,71,30,21,25,97,21,43,300,43,48,28,59,300,300,267,49,29,36,120,300,34,98,221,55,31,80,34,56,105,,,,,,,,,
,,,pyramid,sal,raw,300,8,12,24,43,44,17,12,140,12,14,21,33,15,23,21,46,300,28,15,229,112,9,26,117,84,300,24,16,108,72,,,,,,,,,
,,,pyramid,bob,raw,172,44,24,47,95,148,138,32,31,116,211,113,23,28,291,107,300,59,48,33,300,35,32,63,289,190,300,83,205,60,121,,,,,,,,,
,,,pyramid,stolowd,raw,54,21,37,32,17,60,14,55,61,31,31,50,16,23,55,17,49,59,30,106,300,223,16,16,65,20,56,39,22,35,54,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bee,sary,raw,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,,,,,,,,,
,,,bee,sal,raw,2,1,2,2,1,2,1,1,1,2,2,0,2,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1.23,,,,,,,,,
,,,bee,bob,raw,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,0,1,1,1,1,1,1,0,1.03,,,,,,,,,
,,,bee,stolowd,raw,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,start w/:,midis,freak,sibyl,loden,conte,lilts,micas,whins,honan,shawl,miner,venae,tondi,ileus,algor,donne,emyde,naifs,wited,other,tigon,tutor,okras,penne,wheal,wharf,ridge,hurts,mixup,click,,,,,,,,,,
,,,wordle,sary,raw,2,2,1,2,2,1,3,3,1,4,3,3,3,-1,0,2,2,2,1,1,3,2,1,2,2,0,1,2,2,3,1.8,,,,,,,,,
,,,wordle,sal,raw,2,2,2,2,2,2,3,2,1,4,0,4,3,-1,0,2,2,0,1,3,3,2,1,1,3,3,2,2,2,0,1.8,,,,,,,,,
,,,wordle,bob,raw,2,1,1,1,2,3,2,1,0,3,2,4,2,-1,-1,2,3,2,2,3,4,1,1,3,1,1,-1,2,2,2,1.7,,,,,,,,,
,,,wordle,stolowd,raw,2,3,1,1,3,3,1,2,2,3,3,2,2,0,-1,2,3,3,2,2,3,2,1,3,1,3,2,3,2,2,2.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,>6 = +10s/guess,keyword,sary,raw,29,23,21,38,9,15,14,59,58,56,41,16,45,22,32,37,28,12,25,24,14,112,23,56,40,32,18,20,22,68,34,,,,,,,,,
,,,keyword,sal,raw,12,11,31,62,16,16,20,10,52,41,34,29,16,16,14,60,28,60,12,15,35,16,19,42,35,25,13,14,12,12,26,,,,,,,,,
,,,keyword,bob,raw,23,20,29,14,19,28,26,23,21,58,43,13,32,16,13,8,20,38,36,41,33,19,348,60,29,46,7,33,32,31,39,,,,,,,,,
,,,keyword,stolowd,raw,110,32,42,18,30,20,34,14,26,50,25,12,15,18,45,40,23,23,39,55,40,11,18,82,36,24,20,28,129,63,37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,flashback,sary,raw,7,,,,,,,7,,,,,,,8,,,,,,,5,,,,,,,8,,,,,,,,,,,
,,,flashback,sal,raw,7,,,,,,,7,,,,,,,7,,,,,,,0,,,,,,,8,,,,,,,,,,,
,,,flashback,bob,raw,6,,,,,,,8,,,,,,,8,,,,,,,7,,,,,,,7,,,,,,,,,,,
,,,flashback,stolowd,raw,6,,,,,,,7,,,,,,,7,,,,,,,8,,,,,,,7,,,,,,,,,,,
,,,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,,,,,=,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,crossword,sary,rank,3,1,2,2,3,3,4,3,3,3,1,2,4,4,3,3,4,2,3,2,2,3,3,3,3,4,2,4,2,4,,,,,,2.833333333,,,,
,,,crossword,sal,rank,4,4,3,4,2,1,1,2,1,4,3,3,1,2,2,2,1,1,2,3,3,1,4,2,4,1,3,1,3,2,,,,,,2.333333333,,,,
,,,crossword,bob,rank,1,3,4,1,4,2,2,1,4,2,2,1,2,1,1,1,2,3,4,1,1,2,1,1,2,2,1,3,1,1,,,,,,1.9,,,,
,,,crossword,stolowd,rank,2,1,1,3,1,4,3,4,2,1,4,4,3,3,4,4,3,4,1,4,4,4,2,4,1,3,4,2,4,3,,,,,,2.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,connections,sary,rank,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,4,1,3,4,,,,,,1.5,,,,
,,,connections,sal,rank,1,1,3,1,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,,,,,,1.5,,,,
,,,connections,bob,rank,1,1,1,4,2,4,1,4,3,1,1,4,1,1,2,1,1,4,1,1,1,3,1,1,1,1,1,1,4,1,,,,,,1.8,,,,
,,,connections,stolowd,rank,1,1,1,1,2,3,1,3,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,waffle,sary,rank,4,3,4,1,2,2,1,1,3,1,4,1,3,1,1,1,1,3,3,1,4,4,2,1,4,1,2,3,1,3,,,,,,2.2,,,,
,,,waffle,sal,rank,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1.2,,,,
,,,waffle,bob,rank,1,4,1,4,2,4,4,4,3,1,1,1,1,1,4,1,4,4,3,1,1,3,4,3,1,1,2,3,4,4,,,,,,2.5,,,,
,,,waffle,stolowd,rank,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,,,,,,1.166666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pyramid,sary,rank,3,4,4,2,2,1,3,2,2,4,3,2,3,4,4,4,3,1,2,3,1,4,4,4,3,2,1,3,3,2,,,,,,2.766666667,,,,
,,,pyramid,sal,rank,3,1,1,1,3,2,2,1,4,1,1,1,4,1,1,2,1,4,1,1,2,2,1,2,2,3,3,1,1,4,,,,,,1.9,,,,
,,,pyramid,bob,rank,2,3,2,4,4,4,4,3,1,3,4,4,2,3,3,3,4,2,4,2,3,1,3,3,4,4,3,4,4,3,,,,,,3.1,,,,
,,,pyramid,stolowd,rank,1,2,3,3,1,3,1,4,3,2,2,3,1,2,2,1,2,2,3,4,3,3,2,1,1,1,2,2,2,1,,,,,,2.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bee,sary,rank,2,1,2,2,1,2,1,1,1,2,2,2,3,1,4,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,,,,,,1.533333333,,,,
,,,bee,sal,rank,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,,,,,,1.266666667,,,,
,,,bee,bob,rank,2,1,2,2,4,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,2,1,1,4,,,,,,1.566666667,,,,
,,,bee,stolowd,rank,2,1,2,2,1,2,1,1,1,2,2,2,3,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,,,,,,1.433333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,wordle,sary,rank,1,2,2,1,2,4,1,1,2,1,1,3,1,2,1,1,3,2,3,4,2,1,1,3,2,4,3,2,1,1,,,,,,1.933333333,,,,
,,,wordle,sal,rank,1,2,1,1,2,3,1,2,2,1,4,1,1,2,1,1,3,4,3,1,2,1,1,4,1,1,1,2,1,4,,,,,,1.833333333,,,,
,,,wordle,bob,rank,1,4,2,3,2,1,3,4,4,3,3,1,3,2,3,1,1,2,1,1,1,4,1,1,3,3,4,2,1,2,,,,,,2.233333333,,,,
,,,wordle,stolowd,rank,1,1,2,3,1,1,4,2,1,3,1,4,3,1,3,1,1,1,1,3,2,1,1,1,3,1,1,1,1,2,,,,,,1.733333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,keyword,sary,rank,3,3,1,3,1,1,1,4,4,3,3,3,4,4,3,2,3,1,2,2,1,4,3,2,4,3,3,2,2,4,,,,,,,,,,
,,,keyword,sal,rank,1,1,3,4,2,2,2,1,3,1,2,4,2,1,2,4,3,4,1,1,3,2,2,1,2,2,2,1,1,1,,,,,,,,,,
,,,keyword,bob,rank,2,2,2,1,3,4,3,3,1,4,4,2,3,1,1,1,1,3,3,3,2,3,4,3,1,4,1,4,3,2,,,,,,,,,,
,,,keyword,stolowd,rank,4,4,4,2,4,3,4,2,2,2,1,1,1,3,4,3,2,2,4,4,4,1,1,4,3,1,4,3,4,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,flashback,sary,rank,1,,,,,,,2,,,,,,,1,,,,,,,3,,,,,,,1,,,,,,,,,,,
,,,flashback,sal,rank,1,,,,,,,2,,,,,,,3,,,,,,,4,,,,,,,1,,,,,,,,,,,
,,,flashback,bob,rank,3,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,3,,,,,,,,,,,
,,,flashback,stolowd,rank,3,,,,,,,2,,,,,,,3,,,,,,,1,,,,,,,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,raw rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,sary,rank,18,15,19,12,12,14,12,15,16,15,15,14,19,17,19,13,17,12,15,14,16,21,15,15,18,16,17,16,14,19,,,,,,451,,,,
,,,,sal,rank,13,11,13,13,16,11,9,11,16,10,16,15,14,9,12,12,12,16,10,12,14,16,14,12,12,10,12,8,10,14,,,,,,359,,,,
,,,,bob,rank,13,18,14,19,21,21,18,21,17,16,17,14,13,10,16,9,14,20,17,10,10,19,18,13,13,16,14,18,21,17,,,,,,460,,,,
,,,,stolowd,rank,15,11,14,15,11,18,15,19,11,12,12,16,13,12,20,15,12,13,12,18,17,13,10,15,11,9,16,11,17,12,,,,,,403,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,rank rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,sary,,4,3,4,1,2,2,2,2,2,3,2,1,4,4,3,3,4,1,3,3,3,4,3,3,4,3,4,3,2,4,,,,,,86,,,,
,,,,sal,,1,1,1,2,3,1,1,1,2,1,3,3,3,1,1,2,1,3,1,2,2,2,2,1,2,2,1,1,1,2,,,,,,50,,,,
,,,,bob,,1,4,2,4,4,4,4,4,4,4,4,1,1,2,2,1,3,4,4,1,1,3,4,2,3,3,2,4,4,3,,,,,,87,,,,
,,,,stolowd,,3,1,2,3,1,3,3,3,1,2,1,4,1,3,4,4,1,2,2,4,4,1,1,3,1,1,3,2,3,1,,,,,,68,,,,
