,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pyramid,bob,raw,32,45,72,97,42,32,36,28,39,24,62,73,30,18,300,23,21,43,62,300,14,23,21,20,64,300,252,300,103,24,255,,,,,,,,,
,,,pyramid,stolowd,raw,20,21,14,41,19,12,47,13,22,8,38,24,21,13,34,38,11,17,62,38,92,15,27,48,17,84,33,11,124,23,35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Q=2; G=1;  else 0,bee,sary,raw,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,
,,,bee,sal,raw,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,,,,,,,,,
,,,bee,bob,raw,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,,,,,,,,,
,,,bee,stolowd,raw,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,start w/:,eruct,aspen,grape,djinn,proem,kalpa,birks,joker,lough,ancho,surfs,hyrax,grind,befit,pagan,shout,mewls,crypt,raved,waney,duels,zincs,kakas,today,dikey,avant,drape,crest,prowl,stela,howks,,,,,,,,,
,,slots left; fail = -1,wordle,sary,raw,1,2,3,3,3,3,1,1,3,3,0,2,3,2,2,3,2,1,3,2,2,1,0,1,1,1,2,2,1,2,1,,,,,,,,,
,,,wordle,sal,raw,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,0,3,3,3,0,1,2,1,0,1,2,3,2,2,2,1,,,,,,,,,
,,,wordle,bob,raw,2,1,4,2,2,2,1,0,3,3,3,1,3,2,2,3,2,3,2,2,2,0,0,2,3,2,2,2,1,3,2,,,,,,,,,
,,,wordle,stolowd,raw,1,1,3,0,3,2,2,1,3,2,2,2,2,2,2,2,3,2,2,1,2,2,1,1,3,2,3,2,3,4,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,>6 = +10s/guess,keyword,sary,raw,24,14,14,9,7,10,12,11,10,19,24,13,69,47,36,76,21,25,14,35,16,83,7,84,67,26,47,20,17,20,15,,,,,,,,,
,,,keyword,sal,raw,10,8,10,44,6,8,26,7,8,38,32,29,10,35,12,20,9,24,23,24,13,158,12,30,10,36,17,10,30,13,8,,,,,,,,,
,,,keyword,bob,raw,24,10,7,21,6,8,36,11,11,12,33,13,11,12,15,19,18,245,15,24,8,127,5,17,21,11,10,53,14,15,26,,,,,,,,,
,,,keyword,stolowd,raw,15,12,8,8,9,8,44,7,8,25,10,47,11,11,16,19,13,14,14,15,10,29,22,34,41,24,30,23,21,13,11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,score,quintumble,sary,raw,99,98,97,98,100,98,100,98,98,98,99,97,99,99,74,99,95,100,98,96,99,99,99,98,97,99,100,99,98,99,95,,,,,97.48387097,,,,
,,,quintumble,sal,raw,99,100,100,99,100,100,100,99,99,100,95,99,99,99,100,100,100,97,98,100,100,100,99,99,71,99,100,100,100,82,99,,,,,97.80645161,,,,
,,,quintumble,bob,raw,76,99,96,100,97,56,99,98,100,98,64,99,64,98,94,98,98,96,96,45,97,100,100,99,97,99,99,97,99,76,98,,,,,91.35483871,,,,
,,,quintumble,stolowd,raw,97,99,96,100,100,100,99,98,99,93,91,91,97,99,97,99,99,100,99,100,100,100,99,98,89,99,98,100,99,98,97,,,,,97.74193548,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,,,,=,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,crossword,sary,rank,1,3,2,3,4,1,2,3,2,2,4,2,2,1,1,2,3,1,3,2,3,1,2,3,2,4,1,1,1,2,1,,,,,2.096774194,,,,
,,,crossword,sal,rank,3,4,3,1,3,4,3,4,3,1,2,4,4,3,3,4,4,2,1,4,1,4,4,2,3,2,3,4,4,4,2,,,,,3,,,,
,,,crossword,bob,rank,2,2,1,2,1,2,4,2,1,3,1,1,3,3,2,3,2,3,2,3,4,2,3,1,1,1,2,3,2,3,3,,,,,2.193548387,,,,
,,,crossword,stolowd,rank,4,1,4,4,2,3,1,1,3,4,3,3,1,2,4,1,1,4,4,1,2,3,1,4,4,3,4,2,3,1,4,,,,,2.64516129,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,connections,sary,rank,3,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,4,2,1,1,1,1,1,1,1,1,1,,,,,1.580645161,,,,
,,,connections,sal,rank,4,1,1,4,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,1,1,1,1,,,,,1.516129032,,,,
,,,connections,bob,rank,1,1,3,3,3,3,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,,,,,1.548387097,,,,
,,,connections,stolowd,rank,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,4,1,1,1,1,1,,,,,1.516129032,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pyramid,sary,rank,2,4,3,4,1,4,4,4,1,4,4,1,4,3,3,3,2,2,2,3,4,3,4,1,3,2,3,2,4,3,2,,,,,2.870967742,,,,
,,,pyramid,sal,rank,4,3,2,1,4,2,3,2,3,1,1,3,3,1,1,1,4,4,1,2,2,1,1,3,2,1,2,2,1,1,3,,,,,2.096774194,,,,
,,,pyramid,bob,rank,3,2,4,3,3,2,1,3,4,3,3,4,2,4,4,2,2,3,2,4,1,4,2,2,4,4,4,2,2,3,4,,,,,2.903225806,,,,
,,,pyramid,stolowd,rank,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,4,1,1,2,1,3,2,3,4,1,3,1,1,3,2,1,,,,,1.838709677,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bee,sary,rank,1,1,2,1,2,1,1,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,,,,,1.322580645,,,,
,,,bee,sal,rank,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,,,,1.096774194,,,,
,,,bee,bob,rank,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,4,1,2,4,1,1,1,1,1,1,1,1,2,,,,,1.387096774,,,,
,,,bee,stolowd,rank,1,4,2,4,2,1,1,1,2,3,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,4,1,1,2,1,2,,,,,1.677419355,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,wordle,sary,rank,3,2,2,1,1,1,3,2,1,1,4,1,1,1,1,1,3,4,1,1,1,3,3,2,3,4,3,1,3,3,2,,,,,2.032258065,,,,
,,,wordle,sal,rank,1,1,2,2,1,2,1,1,4,1,2,1,3,1,1,4,1,1,1,4,4,1,1,4,3,1,1,1,2,3,2,,,,,1.870967742,,,,
,,,wordle,bob,rank,2,3,1,2,4,2,3,4,1,1,1,4,1,1,1,1,3,1,3,1,1,4,3,1,1,1,3,1,3,2,1,,,,,1.967741935,,,,
,,,wordle,stolowd,rank,3,3,2,4,1,2,2,2,1,4,2,1,3,1,1,3,1,3,3,3,1,1,1,2,1,1,1,1,1,1,2,,,,,1.870967742,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,keyword,sary,rank,3,4,4,2,3,4,1,3,3,2,2,1,4,4,4,4,4,3,1,4,4,2,2,4,4,3,4,2,2,4,3,,,,,,,,,
,,,keyword,sal,rank,1,1,3,4,1,1,2,1,1,4,3,3,1,3,1,3,1,2,4,2,3,4,3,2,1,4,2,1,4,1,1,,,,,,,,,
,,,keyword,bob,rank,3,2,1,3,1,1,3,3,4,1,4,1,2,2,2,1,3,4,3,2,1,3,1,1,2,1,1,4,1,3,4,,,,,,,,,
,,,keyword,stolowd,rank,2,3,2,1,4,1,4,1,1,3,1,4,2,1,3,1,2,1,1,1,2,1,4,3,3,2,3,3,3,1,2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,quintumble,sary,rank,1,4,2,4,1,3,1,2,4,2,1,3,1,1,4,2,4,1,2,3,3,4,2,3,1,1,1,3,4,1,4,,,,,2.35483871,,,,
,,,quintumble,sal,rank,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,1,1,1,2,1,4,1,1,1,1,3,1,,,,,1.419354839,,,,
,,,quintumble,bob,rank,4,2,3,1,4,4,3,2,1,2,4,1,4,4,3,4,3,4,4,4,4,1,1,1,1,1,3,4,2,4,2,,,,,2.741935484,,,,
,,,quintumble,stolowd,rank,3,2,3,1,1,1,3,2,2,4,3,4,3,1,2,2,2,1,1,1,1,1,2,3,3,1,4,1,2,2,3,,,,,2.096774194,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,raw rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,sary,rank,14,19,16,16,16,15,13,16,14,15,17,13,14,12,15,14,18,17,12,18,21,16,15,15,15,16,14,11,17,15,15,,,,,460,,,,
,,,,sal,rank,15,12,14,16,13,14,12,11,15,12,12,14,14,11,9,15,13,14,11,15,13,14,13,14,15,13,14,11,15,14,11,,,,,394,,,,
,,,,bob,rank,16,13,14,15,17,15,16,16,14,12,18,13,14,16,14,13,20,18,19,16,14,19,15,8,11,10,15,16,12,17,17,,,,,447,,,,
,,,,stolowd,rank,15,18,18,17,13,10,14,9,12,24,13,16,12,9,14,13,11,13,17,9,12,11,13,18,14,18,15,10,15,9,15,,,,,412,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,rank rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,sary,,1,4,3,2,3,3,2,3,2,3,3,1,2,3,4,3,3,3,2,4,4,3,3,3,3,3,1,2,4,3,2,,,,,84,,,,
,,,,sal,,2,1,1,2,1,2,1,2,4,1,1,3,2,2,1,4,2,2,1,2,2,2,1,2,3,2,1,2,2,2,1,,,,,55,,,,
,,,,bob,,4,2,1,1,4,3,4,3,2,1,4,1,2,4,2,1,4,4,4,3,3,4,3,1,1,1,3,4,1,4,4,,,,,79,,,,
,,,,stolowd,,2,3,4,4,1,1,3,1,1,4,2,4,1,1,2,1,1,1,3,1,1,1,1,4,2,4,3,1,2,1,2,,,,,61,,,,
